,tweets_Text,tweets_Retweets,tweets_Likes,has_image,has_Link,tweets_ResponseCategory
270,trump wins round request block new york subpoena financial records court delays final ruling closer election,822.0,1400.0,1,1,3
271,president trump uses inflammatory language discuss demonstrations attacks press way kenosha,154.0,334.0,1,0,3
272,new york city delays opening date inperson learning 10 days sept 21,130.0,460.0,1,0,1
273,international air transport association endorses testing passengers covid19 airports way help restore global travel follow live updates coronavirus,298.0,1000.0,1,0,1
274,outrage growing use tranquilizer cases socalled excited delirium two men county injected,466.0,805.0,1,1,2
275,man fatally shot saturday night downtown portland identified 39yearold aaron j danielson,253.0,769.0,1,0,3
276,house committee plans subpoena postmaster general dejoy failing hand documents changes caused widespread mail delays,485.0,2000.0,1,1,2
277,federal appeals court rules michael flynn justice department request quickly shut flynns criminal case,358.0,1500.0,1,1,1
278,former indian president pranab mukherjee died age 84 completed part term prime minister narendra modi stepping 2017,91.0,319.0,1,1,0
279,typhoon maysak forecast strengthen moves toward japan korean peninsula system dangerously close okinawa early tuesday causing significant air travel disruptions,261.0,465.0,1,1,0
280,193 passengers crew aug 25 flight greece wales ordered selfquarantine least seven board test positive covid19 follow live updates,486.0,749.0,1,0,1
281,rwandan authorities say paul rusesabagina saved hundreds people genocide whose story told film hotel rwanda arrested terrorrelated offenses,542.0,674.0,1,1,1
282,wisconsin lt gov mandela barnes says president trump cancel trip kenosha week stating presence would helpful protests continue police shooting jacob blake,1700.0,6500.0,1,1,3
283,president donald trump travel kenosha wisconsin tuesday meet law enforcement survey damage recent protests police shooting jacob blake white house says,524.0,1000.0,1,1,3
284,1000 students university alabama tested positive covid19 since classes resumed tuscaloosa campus less two weeks ago,3400.0,5400.0,1,1,3
285,cliff robinson nba allstar played portland trail blazers phoenix suns died age 53,327.0,1000.0,1,1,1
286,office director national intelligence informs congressional committees itll longer brief election security issues senior administration official says,995.0,940.0,1,1,3
287,berlin police ordered halt demonstration protesting german governments covid19 response citing crowds failure abide social distancing guidelines,228.0,823.0,1,1,1
288,longtime author columnist speaker julia reed died battle cancer 59,746.0,2500.0,1,1,2
289,black panther actor chadwick boseman died 43 fouryear battle colon cancer,5700.0,18600.0,1,1,3
290,blake gray bryce hall two tiktok stars charged misdemeanors holding two large house parties defiance local health orders los angeles city attorney says,376.0,2300.0,1,1,3
291,25yearold nevada man appears first documented case covid19 reinfection united states researchers say,927.0,1400.0,1,1,2
292,major league soccer resume play friday postponing five matches earlier week recognition struggle racial equality human rights league says,97.0,475.0,1,0,1
293,1yearold boy died covid19 georgia state health department says youngest reported victim state,868.0,1100.0,1,0,2
294,chairman joint chiefs staff gen mark milley told members congress military play role novembers election wont help settle disputes results contested,1500.0,4400.0,1,1,3
295,felony warrants jacob blake vacated longer restrained hospital bed lawyer says,1100.0,4600.0,1,1,3
296,president donald trump granted alice marie johnson pardon commuting prison sentence two years ago,192.0,789.0,1,1,2
297,nba games resume saturday agreement establish social justice coalition league players say joint statement,199.0,666.0,1,0,2
298,member defense secretary mark espers travel team tests positive covid19 espers trip indopacific region,168.0,413.0,1,1,0
299,extradition hearing kenosha wisconsin shooting suspect kyle rittenhouse pushed back sept 25,239.0,566.0,1,0,3
300,watch live families jacob blake george floyd breonna taylor speak joined crowd thousands anniversary march washington,501.0,2500.0,1,0,1
301,700000 people louisiana texas remain without electricity hurricane laura 8 million still flash flood watch heavy rain isolated tornadoes forecast,425.0,614.0,1,1,0
302,cocacola cut thousands jobs reduce number business units faces declining beverage sales pandemic,712.0,991.0,1,1,2
303,jacob blakes father jacob blake sr tells cnn hourlong phone call former vice president joe biden sen kamala harris,447.0,2700.0,1,0,3
304,one new zealands spy agencies helping investigate cyberattack disrupted countrys financial markets past four days,128.0,318.0,1,1,0
305,shinzo abe japans longestserving prime minister planning resign due health issues countrys public broadcaster reports,560.0,1200.0,1,1,0
306,cdc issues health advisory risks carbon monoxide poisoning people without power turn gas generators grilling hurricane lauras aftermath,124.0,322.0,1,1,0
307,new forecast published cdc projects 200000 coronavirus deaths us september 19,499.0,577.0,1,0,2
308,first time since coronavirus pandemic hit cuba havana residents subjected nightly curfew allowed travel provinces country,98.0,252.0,1,0,0
309,peach recall expanded include loose peaches peach products possible salmonella poisoning cdc says dozen companies recalled including aldi target walmart,357.0,362.0,1,1,0
310,new york mets miami marlins left field game set begin seventh mlb game postponed today,383.0,2600.0,1,0,2
311,president break tradition give pitch second term front packed white house crowd follow live updates final night rnc,689.0,743.0,1,0,3
312,white house reached family jacob blake directly contact trumps chief staff says also confirmed president watched video blake’s shooting,83.0,146.0,1,0,1
313,white house expecting 1000 1500 people attend trumps acceptance speech final night rnc,188.0,358.0,1,0,3
314,least six people died louisiana result hurricane laura,214.0,328.0,1,0,0
315,jacob blake shot seven times back police officer handcuffed hospital bed uncle says,2100.0,3600.0,1,0,3
316,german health authorities expect one vaccines coronavirus ready early 2021 german center disease prevention says,209.0,634.0,1,0,0
317,north carolina state university telling majority students live campus move september 6 due chancellor says rapid spread coronavirus cases,1200.0,1800.0,1,0,2
318,french health authorities reported 6111 new covid19 cases past 24 hours highest since march 31 height pandemic,389.0,609.0,1,0,2
319,nba postponed todays three scheduled playoff games meeting later afternoon discuss next steps,226.0,789.0,1,0,2
320,wnba postponed tonights three scheduled games second straight night players chosen play,330.0,1400.0,1,0,2
321,laura tropical storm,102.0,335.0,1,0,0
322,nba players decided resume playoffs according reports refusing play following police shooting jacob blake,226.0,600.0,1,1,3
323,mark david chapman shot killed john lennon 1980 denied parole 11th time,691.0,4200.0,1,1,2
324,three deaths reported louisiana result hurricane laura,246.0,484.0,1,0,0
325,lord taylor first department store established us officially going business ending nearly 200year run,2600.0,2900.0,1,1,3
326,hurricane laura category 1 storm according national hurricane center,218.0,670.0,1,0,0
327,federal reserve announces major change keep rates low longer help prices rise jobs flourish,193.0,557.0,1,1,0
328,another 1 million american workers filed firsttime unemployment benefits last week seasonally adjusted basis labor department reports,237.0,456.0,1,1,0
329,laura category 2 hurricane 110 mph winds,181.0,590.0,1,0,0
330,brenton tarrant farright terrorist killed 51 muslim worshipers new zealands worst mass shooting modern history sentenced life prison parole,435.0,1700.0,1,1,1
331,federal investigators announced launched civil rights probe police shooting jacob blake,557.0,2300.0,1,1,2
332,yaser abdel said one fbis ten wanted fugitives taken custody placed list 2008 homicide daughters amina sarah,1000.0,2600.0,1,1,2
333,vice president pence expected call standing national anthem several powerful gop women speak follow live updates night 3 rnc,143.0,363.0,1,0,3
334,hurricane laura maximum sustained winds 150 mph follow live updates,300.0,500.0,1,0,0
335,wnba players say standing solidarity brothers nba also play scheduled games today,1100.0,6200.0,1,1,3
336,waters along central western louisiana coastline running three four feet normal tide levels category 4 hurricane laura approaches near border texas national hurricane center says,173.0,371.0,1,0,0
