,tweets_Text,has_image,has_Link,tweets_ResponseCategory
327,federal reserve announces major change keep rates low longer help prices rise jobs flourish,1,1,0
328,another 1 million american workers filed firsttime unemployment benefits last week seasonally adjusted basis labor department reports,1,1,0
329,laura category 2 hurricane 110 mph winds,1,0,0
330,brenton tarrant farright terrorist killed 51 muslim worshipers new zealands worst mass shooting modern history sentenced life prison parole,1,1,1
331,federal investigators announced launched civil rights probe police shooting jacob blake,1,1,2
332,yaser abdel said one fbis ten wanted fugitives taken custody placed list 2008 homicide daughters amina sarah,1,1,2
333,vice president pence expected call standing national anthem several powerful gop women speak follow live updates night 3 rnc,1,0,2
334,hurricane laura maximum sustained winds 150 mph follow live updates,1,0,0
335,wnba players say standing solidarity brothers nba also play scheduled games today,1,1,2
336,waters along central western louisiana coastline running three four feet normal tide levels category 4 hurricane laura approaches near border texas national hurricane center says,1,0,0
337,hurricane laura continues strengthen powerful august hurricane gulf mexico since katrina 15 years ago follow live updates,1,0,1
338,eu trade commissioner phil hogan resigned week breached irelands coronavirus restrictions,1,1,0
339,california abide new guidelines cdc recommend covid19 testing without symptoms governor says,1,0,2
340,nba postponed playoff games scheduled today,1,1,2
341,milwaukee bucks boycotting todays playoff game protest follows police shooting jacob blake teams home state,1,1,2
342,us officials charged protecting 2020 election say information intelligence foreign countries attempting undermine part mailin voting process contradicting president trump,1,1,2
343,sudden change us guidelines covid19 testing result pressure upper ranks trump administration health official says,1,1,2
344,national hurricane center warns hours remain protect life property latest update hurricane laura follow live updates,1,0,0
345,dr sanjay gupta answering viewer questions updated cdc guidelines,1,0,0
346,officials awaiting forensic confirmation police say identification body found texas indicates missing ft hood soldier sgt elder fernandes,1,1,1
347,laura major category 3 hurricane forecast become extremely dangerous category 4 storm making us landfall tonight,1,1,1
348,two people dead one injured shooting kenosha wisconsin protests ongoing police shooting jacob blake,1,1,2
349,beijing accused us sending u2 spy plane nofly zone trespass livefire exercises conducted china,1,1,2
350,los angeles county reported 989 new confirmed cases coronavirus first time since june reported fewer 1000 new cases day,1,0,0
351,us centers disease control prevention updates quarantine guidance travelers removing direct advice stay home 14 days returning international travel areas high levels covid19,1,0,1
352,us justice department fbi agents wisconsin reviewing circumstances surrounding police shooting jacob blake kenosha wisconsin federal law enforcement source tells cnn follow live updates,1,0,1
353,embattled evangelical leader jerry falwell jr resigns president liberty university tumultuous day conflicting reports fate,1,1,2
354,trump announces officially nominate acting homeland security secretary chad wolf take role permanent basis,1,1,1
355,new york attorney general letitia james announces office filed federal lawsuit challenging changes usps operations ahead november election,1,1,2
356,death toll fivestory apartment building collapse indian state maharashtra risen 12 rescue operations locate missing suspended overnight,1,1,0
357,delta air lines plans furlough 1941 pilots october airline industry struggles rebound coronavirusrelated fallout,1,1,0
358,liberty university spokesman said jerry falwell jr would resign says discussion statement may come tomorrow,1,1,1
359,first night republican national convention opens speakers tonight include nikki haley sen tim scott donald trump jr follow live updates,1,0,1
360,tropical storm marco makes landfall near mouth mississippi river bringing heavy rain possibly tornadoes laura heading toward gulf forecast become hurricane next days,1,0,0
361,100 university southern california students 14day quarantine response coronavirus outbreak offcampus housing,1,0,0
362,evangelical leader jerry falwell jr resigns president liberty university series public controversies around behavior,1,1,2
363,people kenosha county wisconsin ordered stay inside curfew starting 8 pm ct tonight following police shooting unarmed black man jacob blake,1,0,2
364,californias supreme court reverses death sentence scott peterson murdered wife laci unborn son 2002,1,1,2
365,new york states attorney general wants court force eric trump deposed investigation trump organization,1,1,2
366,republican delegates officially nominate president trump reelection statebystate roll call night one rnc,1,1,1
367,researchers say 33yearold hong kong man first person confirmed covid19 twice study needed,1,0,1
368,test results indicate russian opposition leader alexey navalny poisoned according german doctors treating,1,1,1
369,tiktok says filing suit trump administration response says highly politicized executive order seeks ban shortform video app us,1,1,0
370,wisconsins department justice says investigating incident black dad shot police kids watched follow live updates,1,1,2
